University_Name,Year,Tution_Fee,Controlofinstitution,State
Brescia University,2012,18340,Private,Kentucky
Brescia University,2013,19140,Private,Kentucky
Brescia University,2014,19640,Private,Kentucky
Brescia University,2015,19990,Private,Kentucky
Brevard College,2011,22250,Private,North Carolina
Brevard College,2012,22860,Private,North Carolina
Brevard College,2013,23900,Private,North Carolina
Brevard College,2014,25200,Private,North Carolina
Brevard College,2015,26170,Private,North Carolina
Brewton-Parker College,2011,17130,Private,Georgia
Brewton-Parker College,2012,13790,Private,Georgia
Brewton-Parker College,2013,12670,Private,Georgia
Brewton-Parker College,2014,13560,Private,Georgia
Brewton-Parker College,2015,14200,Private,Georgia
Briar Cliff University,2011,23418,Private,Iowa
Briar Cliff University,2012,24694,Private,Iowa
Briar Cliff University,2013,25642,Private,Iowa
Briar Cliff University,2014,26650,Private,Iowa
Briar Cliff University,2015,27910,Private,Iowa
Bridgewater College,2011,25500,Private,Virginia
Bridgewater College,2012,26750,Private,Virginia
Bridgewater College,2013,28000,Private,Virginia
Bridgewater College,2014,29090,Private,Virginia
Bridgewater College,2015,31480,Private,Virginia
Bridgewater State University,2011,7053,Public,Massachusetts
Bridgewater State University,2012,7552,Public,Massachusetts
Bridgewater State University,2013,8053,Public,Massachusetts
Bridgewater State University,2014,8053,Public,Massachusetts
Bridgewater State University,2015,8474,Public,Massachusetts
Brigham Young University-Hawaii,2011,4330,Private,Hawaii
Brigham Young University-Hawaii,2012,4450,Private,Hawaii
Brigham Young University-Hawaii,2013,4630,Private,Hawaii
Brigham Young University-Hawaii,2014,4770,Private,Hawaii
Brigham Young University-Hawaii,2015,4940,Private,Hawaii
Brigham Young University-Idaho,2011,3660,Private,Idaho
Brigham Young University-Idaho,2012,3811,Private,Idaho
Brigham Young University-Idaho,2013,3770,Private,Idaho
Brigham Young University-Idaho,2014,3850,Private,Idaho
Brigham Young University-Idaho,2015,3950,Private,Idaho
Brigham Young University-Provo,2011,4420,Private,Utah
Brigham Young University-Provo,2012,4560,Private,Utah
Brigham Young University-Provo,2013,4710,Private,Utah
Brigham Young University-Provo,2014,4850,Private,Utah
Brigham Young University-Provo,2015,5150,Private,Utah
Brown University,2011,40820,Private,Rhode Island
Brown University,2012,42230,Private,Rhode Island
Brown University,2013,43758,Private,Rhode Island
Brown University,2014,45612,Private,Rhode Island
Brown University,2015,49346,Private,Rhode Island
Bryan College-Dayton,2011,18620,Private,Tennessee
Bryan College-Dayton,2012,19550,Private,Tennessee
Bryan College-Dayton,2013,20150,Private,Tennessee
Bryan College-Dayton,2014,21150,Private,Tennessee
Bryan College-Dayton,2015,23300,Private,Tennessee
Bryant University,2011,33357,Private,Rhode Island
Bryant University,2012,34624,Private,Rhode Island
Bryant University,2013,35991,Private,Rhode Island
Bryant University,2014,37234,Private,Rhode Island
Bryant University,2015,39808,Private,Rhode Island
Bryn Athyn College of the New Church,2011,15540,Private,Pennsylvania
Bryn Athyn College of the New Church,2012,16074,Private,Pennsylvania
Bryn Athyn College of the New Church,2013,16878,Private,Pennsylvania
Bryn Athyn College of the New Church,2014,17724,Private,Pennsylvania
Bryn Athyn College of the New Church,2015,18610,Private,Pennsylvania
Bryn Mawr College,2011,39360,Private,Pennsylvania
Bryn Mawr College,2012,40824,Private,Pennsylvania
Bryn Mawr College,2013,42246,Private,Pennsylvania
Bryn Mawr College,2014,43900,Private,Pennsylvania
Bryn Mawr College,2015,47140,Private,Pennsylvania
Bucknell University,2011,42342,Private,Pennsylvania
Bucknell University,2012,43866,Private,Pennsylvania
Bucknell University,2013,45378,Private,Pennsylvania
Bucknell University,2014,46902,Private,Pennsylvania
Bucknell University,2015,50152,Private,Pennsylvania
Buena Vista University,2011,26306,Private,Iowa
Buena Vista University,2012,27226,Private,Iowa
Buena Vista University,2013,28314,Private,Iowa
Buena Vista University,2014,29448,Private,Iowa
Buena Vista University,2015,31318,Private,Iowa
Buffalo State SUNY,2011,6053,Public,New York
Buffalo State SUNY,2012,6353,Public,New York
Buffalo State SUNY,2013,6694,Public,New York
Buffalo State SUNY,2014,7022,Public,New York
Buffalo State SUNY,2015,7421,Public,New York
Burlington College,2011,21465,Private,Vermont
Burlington College,2012,22545,Private,Vermont
Burlington College,2013,22545,Private,Vermont
Burlington College,2014,22885,Private,Vermont
Burlington College,2015,23546,Private,Vermont
Butler University,2011,30558,Private,Indiana
Butler University,2012,31948,Private,Indiana
Butler University,2013,33138,Private,Indiana
Butler University,2014,34368,Private,Indiana
Butler University,2015,37010,Private,Indiana
Cabrini College,2011,32084,Private,Pennsylvania
Cabrini College,2012,33176,Private,Pennsylvania
Cabrini College,2013,29000,Private,Pennsylvania
Cabrini College,2014,29000,Private,Pennsylvania
Cabrini College,2015,29842,Private,Pennsylvania
Cairn University-Langhorne,2011,20197,Private,Pennsylvania
Cairn University-Langhorne,2012,20888,Private,Pennsylvania
Cairn University-Langhorne,2013,21705,Private,Pennsylvania
Cairn University-Langhorne,2014,22455,Private,Pennsylvania
Cairn University-Langhorne,2015,22587,Private,Pennsylvania
Caldwell College,2011,25602,Private,New Jersey
Caldwell College,2012,26890,Private,New Jersey
Caldwell College,2013,27890,Private,New Jersey
Caldwell College,2014,29000,Private,New Jersey
Caldwell College,2015,30100,Private,New Jersey
California Baptist University,2011,24654,Private,California
California Baptist University,2012,25808,Private,California
California Baptist University,2013,26900,Private,California
California Baptist University,2014,28122,Private,California
California Baptist University,2015,30384,Private,California
California Institute of Technology,2011,36282,Private,California
California Institute of Technology,2012,37704,Private,California
California Institute of Technology,2013,39588,Private,California
California Institute of Technology,2014,41538,Private,California
California Institute of Technology,2015,45390,Private,California
California Lutheran University,2011,31000,Private,California
California Lutheran University,2012,32860,Private,California
California Lutheran University,2013,34360,Private,California
California Lutheran University,2014,35720,Private,California
California Lutheran University,2015,38430,Private,California
California Maritime Academy,2011,5294,Public,California
California Maritime Academy,2012,6536,Public,California
California Maritime Academy,2013,6536,Public,California
California Maritime Academy,2014,6536,Public,California
California Maritime Academy,2015,6598,Public,California
California Polytechnic State University-San Luis Obispo,2011,6480,Public,California
California Polytechnic State University-San Luis Obispo,2012,7911,Public,California
California Polytechnic State University-San Luis Obispo,2013,8043,Public,California
California Polytechnic State University-San Luis Obispo,2014,8724,Public,California
California Polytechnic State University-San Luis Obispo,2015,9000,Public,California
California State Polytechnic University-Pomona,2011,4807,Public,California
California State Polytechnic University-Pomona,2012,6106,Public,California
California State Polytechnic University-Pomona,2013,6125,Public,California
California State Polytechnic University-Pomona,2014,6350,Public,California
California State Polytechnic University-Pomona,2015,6976,Public,California
California State University-Bakersfield,2011,5314,Public,California
California State University-Bakersfield,2012,6682,Public,California
California State University-Bakersfield,2013,6709,Public,California
California State University-Bakersfield,2014,6775,Public,California
California State University-Bakersfield,2015,5472,Public,California
California State University-Channel Islands,2011,5070,Public,California
California State University-Channel Islands,2012,6316,Public,California
California State University-Channel Islands,2013,6216,Public,California
California State University-Channel Islands,2014,6471,Public,California
California State University-Channel Islands,2015,6521,Public,California
California State University-Chico,2011,5620,Public,California
California State University-Chico,2012,6890,Public,California
California State University-Chico,2013,6890,Public,California
California State University-Chico,2014,6972,Public,California
California State University-Chico,2015,8532,Public,California
California State University-Dominguez Hills,2011,4849,Public,California
California State University-Dominguez Hills,2012,6095,Public,California
California State University-Dominguez Hills,2013,6095,Public,California
California State University-Dominguez Hills,2014,6100,Public,California
California State University-Dominguez Hills,2015,6099,Public,California
California State University-East Bay,2011,5091,Public,California
California State University-East Bay,2012,6414,Public,California
California State University-East Bay,2013,6309,Public,California
California State University-East Bay,2014,6550,Public,California
California State University-East Bay,2015,6564,Public,California
California State University-Fresno,2011,4879,Public,California
California State University-Fresno,2012,6263,Public,California
California State University-Fresno,2013,6228,Public,California
California State University-Fresno,2014,6287,Public,California
California State University-Fresno,2015,6298,Public,California
California State University-Fullerton,2011,4858,Public,California
California State University-Fullerton,2012,6120,Public,California
California State University-Fullerton,2013,6195,Public,California
California State University-Fullerton,2014,6186,Public,California
California State University-Fullerton,2015,6436,Public,California
California State University-Long Beach,2011,4810,Public,California
California State University-Long Beach,2012,6240,Public,California
California State University-Long Beach,2013,6052,Public,California
California State University-Long Beach,2014,6240,Public,California
California State University-Long Beach,2015,6452,Public,California
California State University-Los Angeles,2011,4848,Public,California
California State University-Los Angeles,2012,6095,Public,California
California State University-Los Angeles,2013,6101,Public,California
California State University-Los Angeles,2014,6344,Public,California
California State University-Los Angeles,2015,6345,Public,California
California State University-Monterey Bay,2011,4721,Public,California
California State University-Monterey Bay,2012,5963,Public,California
California State University-Monterey Bay,2013,5963,Public,California
California State University-Monterey Bay,2014,5963,Public,California
California State University-Monterey Bay,2015,5963,Public,California
California State University-Northridge,2011,5076,Public,California
California State University-Northridge,2012,6488,Public,California
California State University-Northridge,2013,6296,Public,California
California State University-Northridge,2014,6525,Public,California
California State University-Northridge,2015,6525,Public,California
California State University-Sacramento,2011,5195,Public,California
California State University-Sacramento,2012,6573,Public,California
California State University-Sacramento,2013,6620,Public,California
California State University-Sacramento,2014,6628,Public,California
California State University-Sacramento,2015,6648,Public,California
California State University-San Bernardino,2011,5049,Public,California
California State University-San Bernardino,2012,6518,Public,California
California State University-San Bernardino,2013,6327,Public,California
California State University-San Bernardino,2014,6550,Public,California
California State University-San Bernardino,2015,6577,Public,California
California State University-San Marcos,2011,5044,Public,California
California State University-San Marcos,2012,6596,Public,California
California State University-San Marcos,2013,6452,Public,California
California State University-San Marcos,2014,6649,Public,California
California State University-San Marcos,2015,7704,Public,California
California State University-Stanislaus,2011,5302,Public,California
California State University-Stanislaus,2012,6582,Public,California
California State University-Stanislaus,2013,6582,Public,California
California State University-Stanislaus,2014,6491,Public,California
California State University-Stanislaus,2015,6700,Public,California
California University of Pennsylvania,2011,8312,Public,Pennsylvania
California University of Pennsylvania,2012,8912,Public,Pennsylvania
California University of Pennsylvania,2013,9379,Public,Pennsylvania
California University of Pennsylvania,2014,9239,Public,Pennsylvania
California University of Pennsylvania,2015,9556,Public,Pennsylvania
Calumet College of Saint Joseph,2011,14200,Private,Indiana
Calumet College of Saint Joseph,2012,14880,Private,Indiana
Calumet College of Saint Joseph,2013,14880,Private,Indiana
